,order_products_value,order_freight_value,product_description_lenght,product_photos_qty,review_score,review_comment_message,delta days
58253,49.9,17.6,531,4,4,,14.0
58254,147.0,52.92,348,2,1,comprei três lustres chegou só dois como fasso para reseber o outro fiquei bem chateado esperei tanto chegar pra deixar a minha casa bonita mas os dois que chegaram veio bem embalado em perfeitas,16.0
58255,41.14,16.86,139,1,2,,
58256,45.9,7.78,1797,1,5,,5.0
58257,53.9,13.46,339,2,5,,12.0
58258,55.13,15.14,2361,1,5,,19.0
58259,18.9,16.79,248,1,5,,15.0
58260,159.0,31.33,267,1,5,estou muito satisfeita produto correto e no prazo,8.0
58261,49.0,7.78,93,7,2,bom,6.0
58262,24.9,8.11,162,6,5,,3.0
58263,49.9,18.45,772,1,5,fiquei contente com a agilidade de vocês e a preocupação que vocês tem com os clientes parabéns,9.0
58264,159.8,25.8,630,1,1,recebi o produto trocado e foi solicitado com prazo que eu retorne o produto no correio a empresa se situa em sao paulo e conforme a pbaratheonica de atendimento solicitei retirada aguardando solução,4.0
58265,55.0,17.67,1806,4,4,,7.0
58266,21.9,16.11,671,1,5,,11.0
58267,143.0,38.55,659,2,5,,8.0
58268,94.9,23.81,1538,2,5,ameiii o produto lindo assim como esperava,13.0
58269,169.0,36.5,1237,1,1,o produto não chegou tem muito atraso dificuldade na entrega não vou receber o produto vou devolver no ato da entrega,41.0
58270,111.8,7.04,3458,1,5,,5.0
58271,69.0,21.81,709,2,5,,
58272,129.9,23.9,245,2,5,adorei a mesinha de acordo com a descrição fácil de montar e super bonita,14.0
58273,149.99,32.65,246,4,5,muito bom a entrega foi muito antes do dia marcado,7.0
58274,119.9,18.09,189,1,3,,11.0
58275,18.99,9.34,634,5,5,produto excelente na minha recuperação de uma lesão no ombro,4.0
58276,160.0,19.22,783,7,4,,5.0
58277,149.9,14.08,269,1,5,,9.0
58278,35.9,16.79,302,2,1,minha mercadoria nao foi e tregue os correios a perderam a lannister nao responde meus emails tbm nao recebi nenhuma menssagem pra saber se foi solicotado ocorrwncia nos correios,36.0
58279,73.35,12.85,227,7,5,ela é perfeita ficou lindoooooooooo,11.0
58280,49.95,8.61,213,2,2,o produto não chegou,9.0
58281,97.0,8.42,831,3,3,,14.0
58282,99.99,44.5,1893,1,5,,8.0
58283,175.0,19.33,1005,3,5,,6.0
58284,28.6,7.94,84,1,1,eu não recebi o produto é ninguém entrou em contato comigo depois de 4 dias q o produto ainda não chegou,
58285,129.99,15.0,416,1,5,,6.0
58286,219.9,66.35,2115,1,5,produto de acordo com as descrições da oferta recomendo,13.0
58287,219.99,15.31,1001,1,5,produto muito bom ótima qualidade e veio conforme mostra a foto recomendo,6.0
58288,179.98,54.6,545,3,5,,6.0
58289,209.99,36.98,1156,2,3,,17.0
58290,49.9,13.37,366,2,5,,9.0
58291,24.9,11.97,297,2,3,recebi somente a cortina o varão não veio,7.0
58292,76.0,8.3,573,1,5,,2.0
58293,29.99,8.88,830,4,5,,2.0
58294,69.9,11.98,1221,3,5,,4.0
58295,70.0,12.83,508,1,3,recebi dentro do prazo para mim não teria elástico e veio com elástico diz que é branco mas veio amarelado o mosquiteiro,6.0
58296,89.9,15.84,843,1,5,ok,9.0
58297,192.99,56.63,1159,2,2,,33.0
58298,75.0,13.55,625,6,5,produto em perfeito estado entrega antes do prazo recomendo,8.0
58299,370.47,40.31,1125,3,5,,20.0
58300,104.99,47.26,451,3,4,faltou as duas peças do aparelho massageador,16.0
58301,16.9,7.87,523,1,4,,6.0
58302,67.9,27.94,346,2,4,só não gostei muito do acabamento do fundo onde ficam os números na foto do site é bem mais bonito kkkk,6.0
58303,59.9,13.44,341,2,4,o produto é otimo lindo do jeito que esta na foto a unica questao que deve foi q o produto deu com entregue no site e só chegou depois de 5 dias,20.0
58304,167.92,12.68,1224,3,5,bom,9.0
58305,98.0,13.27,68,3,5,,4.0
58306,209.89,18.72,799,1,5,entrega rápida antes da data prevista,10.0
58307,126.12,28.0,2969,5,5,,7.0
58308,69.9,14.48,69,11,5,,9.0
58309,99.0,32.61,2259,2,5,,28.0
58310,173.0,19.09,721,2,3,,25.0
58311,174.9,31.97,828,4,3,poderia ter mais cuidado com a embalagem caixa estava com rasgo porém os produtos estavam completos,11.0
58312,98.0,30.2,1969,2,5,,18.0
58313,177.9,18.46,409,2,5,,11.0
58314,39.9,10.96,1251,2,5,adorei,4.0
58315,89.9,12.13,275,2,2,o produto foi entregue porém passou da data prevista o produto na descrição fala que é em 4 parte mas vem em duas com emendas,21.0
58316,49.0,14.1,539,7,5,atendeu as expectativas apresentando um bom design so não pode tomar banho com ele,15.0
58317,45.91,17.6,954,7,5,,7.0
58318,53.9,21.35,341,2,3,o pendente é lindo vermelho super brilhante igual na foto mesmo porém o alumínio é muito fino e frágil se tivesse visto o material antes provavelmente não teria optado por ele,13.0
58319,27.9,15.1,1228,3,5,,2.0
58320,93.0,11.28,754,5,5,,3.0
58321,46.2,16.11,609,1,5,,17.0
58322,237.8,51.34,1026,1,4,eu recomendo o vendedor,9.0
58323,40.0,29.88,701,2,5,,18.0
58324,19.0,9.34,109,1,3,,7.0
58325,99.9,15.45,771,2,5,como combinado,19.0
58326,39.9,15.79,1111,1,5,,18.0
58327,226.0,26.42,316,1,4,,8.0
58328,49.0,35.93,341,2,5,,7.0
58329,104.99,23.02,1599,4,4,,11.0
58330,340.0,16.55,1285,4,5,recomendarei aos amigos,13.0
58331,129.9,36.53,482,2,2,,13.0
58332,104.0,42.76,905,2,5,a compra foi um sucesso,18.0
58333,354.0,119.28,742,2,1,comprei 3 unidades só me foi entregue 01 unidade,11.0
58334,86.9,21.1,245,1,5,eu recomendo você fazer compras nessa loja os produtos chegaram antes do prazo da entrega amei obrigada por me atender assim,14.0
58335,19.9,14.1,409,2,4,excelente,13.0
58336,45.0,10.96,694,2,5,,6.0
58337,109.0,16.34,241,6,5,,9.0
58338,309.0,26.65,580,1,3,bom,13.0
58339,149.9,12.75,3395,4,5,,2.0
58340,259.0,15.98,596,2,5,muito bom e rápido,5.0
58341,50.54,8.86,768,1,3,,3.0
58342,29.5,17.6,449,2,1,a descrição do produto não confere disseram que era pintura eletrostática e era papel,10.0
58343,49.9,12.69,920,1,4,,8.0
58344,144.41,17.45,956,1,2,mesmo que o prazo tenha sido indicado na hora da compra acho muuuuuuuito demorado quase um mês pra entregar apenas dois cartuchos de impressora,31.0
58345,349.9,18.7,625,1,5,,14.0
58346,58.9,21.25,799,1,5,,10.0
58347,159.8,47.42,192,1,4,,8.0
58348,169.9,21.61,828,4,5,,2.0
58349,37.9,15.1,565,1,5,amei a compra e o produto foi entregue dentro do prazo sem defeitos,5.0
58350,42.79,16.79,191,2,5,produto chegou em excelente estado e antes do prazo obrigado pela atenção,3.0
58351,159.0,16.46,302,3,2,o site do stark consta meu pedido como totalmente entregue mas recebi apenas 1 de 3 itens já comprei antes com a baratheon e gostei a entrega foi super rápida mas não concordo com constar meu pedi,1.0
58352,53.9,12.48,307,1,5,,1.0
58353,109.99,17.06,3189,7,5,,29.0
58354,69.9,15.93,51,1,1,entendo que o produto nao chegou por motivo de greve doa correios,33.0
58355,139.8,32.24,902,2,5,produto de grande qualidade recomendo aos amantes do chopp,17.0
58356,29.9,10.76,388,1,5,,6.0
58357,519.0,19.6,404,3,5,,24.0
58358,89.9,11.83,249,2,4,o desenho que veio no skate e as cores do capacete vieram diferente e havia comprado pelas cores e desenho do skate,10.0
58359,55.9,16.15,132,1,4,,16.0
58360,93.0,16.41,629,1,4,,15.0
58361,799.99,19.33,1809,5,3,,15.0
58362,138.9,13.99,1077,4,5,,5.0
58363,79.99,17.81,216,2,3,,13.0
58364,177.0,23.17,803,1,5,,21.0
58365,34.68,8.11,207,1,5,quando as pessoas fazem a primeira compra e são perfeitamente atendidos sempre anima a comprar mais as pessoas pegam confianças nos vendedores,3.0
58366,103.0,16.35,1474,1,4,,8.0
58367,199.9,15.57,643,2,3,produto legal,10.0
58368,49.9,37.26,412,5,5,produto bom veio no dentro do prazo chegou em 08 dias estão de parabéns,10.0
58369,279.98,35.38,255,3,5,,6.0
58370,66.99,9.78,722,4,5,,0.0
58371,99.9,0.0,556,3,4,otimo relogio só não dou 5 estrelas pois os correios não entregaram aqui e falaram que não tinha ninguem em casa e eu fiquei o dia todo atenta,10.0
58372,39.9,11.3,875,4,5,,1.0
58373,119.99,23.83,1893,1,5,,5.0
58374,17.91,14.1,1537,1,5,,7.0
58375,269.0,23.59,741,4,5,a melhor loja entrega rápida recomendo a todos,33.0
58376,79.99,8.91,279,1,5,,4.0
58377,89.99,64.05,1893,1,3,foi a segunda vez comprando o mesmo produto sendo que na primeira o produto foi extraviado pelos correios e na segunda houve problemas com erro de informação no rastreio,27.0
58378,17.5,7.78,552,1,5,bom,4.0
58379,9.9,1.92,338,2,1,a loja enviou outro produto no lugar sem previa autorização,9.0
58380,45.9,14.1,1797,1,4,otimo,6.0
58381,89.9,15.38,266,4,5,recomendo,17.0
58382,185.81,39.35,2455,2,2,,18.0
58383,69.0,14.23,239,4,5,muito bom eu recomendo,11.0
58384,349.9,19.7,625,1,5,,5.0
58385,16.9,7.78,609,1,1,não consigo avaliar ainda não recebi minha compra favor verificar quando será entregue,13.0
58386,759.9,30.6,2807,1,5,,7.0
58387,79.0,17.8,211,2,5,recomendo recebi tudo certinho,10.0
58388,74.99,23.1,2164,5,4,,11.0
58389,109.99,22.48,552,6,3,infelizmente não tinha ninguém em casa para receber o produto e o meu pedido voltou eu gostaria de saber quando vai ser estornado o valor por que eu estou sem o produto mas foi cobrado o valor,
58390,99.9,16.89,236,2,5,ótimo,9.0
58391,49.9,13.43,366,2,5,lannister a empresa partner bateram o recorde com relaçao ao prazo de entrega foram extremamente eficientes e rapidos me surpreendeu,3.0
58392,49.0,17.67,341,2,5,minha primeira compra de muitas deu td certo chegou 1 semana antes da data prevista,15.0
58393,79.0,14.3,920,7,5,,11.0
58394,220.0,39.64,313,1,4,achei q seria mais grosso,14.0
58395,120.0,13.18,221,3,5,,8.0
58396,179.7,18.0,2065,2,5,,10.0
58397,47.99,13.11,414,1,5,eficiente como sempre,9.0
58398,19.36,9.34,251,2,5,gostei do produto,7.0
58399,149.9,26.33,397,1,5,,14.0
58400,71.28,35.86,1024,1,5,muito bom,14.0
58401,29.9,11.85,391,1,5,,8.0
58402,77.98,35.84,634,1,4,,24.0
58403,11.99,20.4,810,1,2,não respondem a e mails houve problema na entrega e nem deram muita satisfação nem importancia,38.0
58404,44.9,7.78,798,2,3,,7.0
58405,28.9,14.1,220,2,5,,2.0
58406,93.0,14.4,604,1,4,,7.0
58407,47.9,25.63,200,1,4,muito bom o produto,21.0
58408,59.8,15.58,390,1,4,,2.0
58409,31.58,15.93,710,1,4,o produto chegou sem problemas,15.0
58410,16.1,7.78,332,2,5,,3.0
58411,164.0,51.65,465,2,4,excelente,17.0
58412,115.99,25.3,367,1,1,,
58413,56.99,15.15,405,1,5,,13.0
58414,89.9,14.8,245,1,4,,14.0
58415,99.9,16.4,160,2,5,recomendo veio antes do prazo e é muito boa,21.0
58416,44.9,20.8,1444,1,5,recomendo loja e produto,43.0
58417,87.99,20.67,2455,4,5,produto chegou bem antes do previsto,8.0
58418,173.0,31.88,852,5,3,incompatível 2 cartuchos black e azul,26.0
58419,349.0,11.26,500,1,5,,10.0
58420,9.8,18.23,624,1,5,adorei os produtos teve coisas entregues até antes da data prevista,6.0
58421,270.0,9.65,919,1,5,,7.0
58422,45.0,15.18,1544,3,1,,13.0
58423,29.45,13.46,2041,6,3,,6.0
58424,58.9,17.98,219,1,4,,10.0
58425,23.99,15.1,575,1,5,inox e inox escovado,23.0
58426,280.0,18.36,871,4,1,comprei 2 produtos iguais foi me entregue apenas 1,14.0
58427,109.99,57.44,1058,1,4,,27.0
58428,89.5,27.17,1494,2,5,,23.0
58429,14.9,25.63,126,1,5,,22.0
58430,81.25,12.07,555,1,4,,5.0
58431,56.99,14.15,1536,2,4,,8.0
58432,159.0,47.61,405,1,5,a entrega ocorreu antes do prazo estipulado muito bom produto conforme mostrado no site estou satisfeito com o produto,10.0
58433,29.99,15.1,193,5,5,,10.0
58434,49.95,11.85,168,2,3,pedi a saia branca me mandaram creme,8.0
58435,36.29,8.94,116,1,4,entrega no prazo,2.0
58436,149.9,21.89,911,1,5,,10.0
58437,59.9,55.65,950,9,5,,12.0
58438,84.99,23.4,117,2,4,,21.0
58439,87.99,17.87,863,4,4,,4.0
58440,42.0,16.6,139,3,3,,12.0
58441,108.0,11.37,859,3,5,,10.0
58442,22.0,9.27,124,1,1,,
58443,56.0,16.15,181,1,5,,8.0
58444,47.49,8.72,597,1,5,,3.0
58445,989.0,22.68,3893,1,5,entrega antecipada da data limite produto funcionando normal sempre gostei de comprar nas lojas lannister porque é uma loja séria e segura,6.0
58446,75.0,21.02,903,6,5,,17.0
58447,104.0,15.48,905,2,5,,8.0
58448,279.99,19.21,1131,3,5,,11.0
58449,110.0,0.0,556,3,5,,12.0
58450,199.99,16.16,1492,10,5,,8.0
58451,59.0,13.17,257,5,5,,7.0
58452,139.5,14.32,2772,1,5,,13.0
58453,199.9,24.15,328,4,1,comprei dois produtos e até aqui recebi apenas um deles em razão disso é por ora não posso fazer avaliação positiva ou recomendar a tal parceira,8.0
58454,116.0,15.56,480,1,1,prezados conforme informado à lojas lannister online ontem chegou em minha casa uma baby care timer e não o walk talkie motorola conforme nota fiscal peço que o produto comprado seja enviado,11.0
58455,37.49,11.85,3847,5,5,,4.0
58456,58.99,11.15,492,2,5,o produto de boa qualidade e a entrega estava prevista para 21 dias chegou em menos de 03 dias,1.0
58457,149.99,14.07,321,1,1,o meu pedido ainda não chegou,5.0
58458,39.99,14.1,614,1,4,muito bom,23.0
58459,199.9,21.89,899,1,3,,33.0
58460,15.33,10.96,1325,1,5,,9.0
58461,36.9,15.1,147,2,5,,19.0
58462,50.0,18.45,224,1,5,,9.0
58463,149.0,29.44,419,5,3,so acho que deveria ser entregue todos juntos,14.0
58464,35.19,18.35,342,1,5,,7.0
58465,65.0,7.39,234,1,5,,2.0
58466,79.99,17.81,335,1,4,,19.0
58467,55.92,11.73,1451,1,5,adorei obrigada super recomendo,7.0
58468,209.9,14.49,782,1,3,produto bem menor que as fotos estou incerta da originalidade apesar de vir em embalagem da marca pulseira demonstra fragilidade se comparada a um outro que possuo da marca veio gravada made in china,11.0
58469,26.1,15.1,82,1,4,,7.0
58470,64.9,29.21,1565,4,5,,16.0
58471,44.9,34.15,2231,3,5,parabéns pelo eficiência,8.0
58472,69.0,18.58,151,6,5,excelente produto produto de acordo com minha expectativa de ótima qualidade e acabamentos parabéns targaryen,5.0
58473,31.9,14.1,1078,2,3,,8.0
58474,332.0,11.07,1914,5,5,,4.0
58475,110.65,18.88,1069,1,5,,11.0
58476,14.9,15.1,400,1,5,,16.0
58477,119.99,34.64,1112,1,5,,16.0
58478,75.0,13.08,903,6,5,ótimo produto entrega no prazo excelente,4.0
58479,39.99,7.54,394,6,1,comprei o produto de uma cor e me enviaram de outra cor,1.0
58480,19.0,7.87,701,1,3,,1.0
58481,119.9,17.09,276,1,4,,8.0
58482,49.99,17.92,1348,9,5,,11.0
58483,119.9,15.6,862,5,4,,9.0
58484,230.0,46.11,1322,1,4,,12.0
58485,59.0,36.24,677,7,5,muito bom produto de boa qualidade e entregue no prazo,20.0
58486,325.0,27.55,2644,6,4,,21.0
58487,51.92,16.12,133,1,2,achei que a cortina e muito fina ela é tudo junto achei que fosse 4 partes ela é transparente não compraria novamente,13.0
58488,503.34,15.86,1135,5,3,chegou com atraso devido o cep da cidade não estar atualzado no sistema da loja lannister sobre o produto esta ok somente a porta que veio com o encaixe quebrado ja consertei por ter peça de outra,27.0
58489,99.96,66.4,1356,2,4,não recebi a segunda,13.0
58490,187.0,23.24,523,2,3,,22.0
58491,56.7,13.42,1056,1,5,bom gostei dos brinquedos e encomendas pra outras pessoas,8.0
58492,106.99,53.35,580,1,5,,13.0
58493,139.9,21.06,691,6,5,,17.0
58494,56.99,12.74,498,1,1,costuras fracas e tortas,15.0
58495,64.9,7.39,419,4,5,fiz meu pedido e o mesmo chegou em 2 dias agradeço a loja pelo bom preço e atendimento mas principalmente ao stark pela responsabilidade com seus clientes plenamente satisfeita obrigada,3.0
58496,119.9,15.72,190,1,5,ótimo produto recomendo,8.0
58497,89.9,12.13,245,1,5,,10.0
58498,286.4,90.45,334,1,5,muito bom,17.0
58499,194.9,26.86,1059,5,4,produto veio com parte amassada e descascada,6.0
58500,59.9,42.45,254,1,4,,31.0
58501,65.7,7.78,186,7,5,,1.0
58502,89.0,34.99,450,1,1,o produto foi entregue dentro do prazo contudo o mesmo foi entregue quebrado abri um chamado e até o momento não tive nenhum retorno,3.0
58503,47.98,32.1,371,3,5,,9.0
58504,71.0,13.08,808,1,4,,3.0
58505,75.8,28.2,223,1,1,comprei dois itens iguais só veio um,4.0
58506,45.9,7.78,1797,1,5,,2.0
58507,58.9,19.38,176,3,1,estou tentando entrar em contato com vocês e nunca consigo falar com um atendente porque as opções não deixam o produto veio com problema e eu preciso trocar no site quando clico a pag não funciona,5.0
58508,67.9,8.72,1400,5,5,,2.0
58509,20.0,15.25,171,1,5,excelente loja confiável rápida muito eficiente,9.0
58510,157.99,15.86,617,3,5,excelente vendedor,17.0
58511,15.9,2.33,211,1,5,,1.0
58512,149.99,35.12,1199,1,4,,31.0
58513,299.0,26.54,1977,4,5,valeu a compra,19.0
58514,34.5,8.99,311,1,5,,11.0
58515,75.9,15.28,921,5,3,,10.0
58516,26.9,14.52,552,1,5,,7.0
58517,89.9,16.88,1413,1,4,,16.0
58518,119.0,16.59,525,1,1,,30.0
58519,79.9,11.17,1400,1,5,cumpre o que diz adorei,7.0
58520,129.9,36.23,1054,1,5,recomendo sempre compro economizo no preço e o frete não é caro,22.0
58521,59.9,16.86,295,1,5,,9.0
58522,69.9,13.51,407,2,5,ate o momento tudo que compro chegar rapido e sem defeitos parabens,21.0
58523,65.0,17.88,1465,1,5,produto entregue dentro do prazo e muito bem embalado,9.0
58524,31.9,58.49,297,2,5,,14.0
58525,368.0,36.44,84,1,5,excelente,4.0
58526,15.55,15.11,261,2,1,,37.0
58527,39.0,16.11,53,3,5,,18.0
58528,499.99,105.33,557,2,5,excelente chegou muito antes da previsão com uma semana da compra,7.0
58529,89.7,15.38,1517,2,5,da compra ate a entrega tudodebom,6.0
58530,156.9,27.18,818,3,5,,10.0
58531,37.9,17.6,565,1,3,acho que o produto não é original,8.0
58532,19.9,16.79,390,1,4,o produto veio corretamente e no prazo,11.0
58533,56.0,17.96,558,1,4,,13.0
58534,329.0,21.54,3853,2,3,o único problema foi que o produto veio com a caixa do box danificada acredito que tenha sido no transporte,13.0
58535,104.9,21.22,575,6,5,,5.0
58536,24.9,12.79,500,1,4,,9.0
58537,179.9,19.54,707,1,5,,12.0
58538,106.9,19.99,444,1,4,,15.0
58539,99.9,25.98,1156,1,5,,29.0
58540,53.99,7.78,334,1,5,maravilhoso minha filha adorou,5.0
58541,89.9,17.88,187,1,5,,14.0
58542,89.99,8.98,855,2,3,ainda não recebi a compra,1.0
58543,19.9,11.85,237,3,5,,10.0
58544,89.8,32.22,536,1,5,,27.0
58545,379.0,74.5,147,6,3,,19.0
58546,94.9,17.5,185,1,5,,12.0
58547,67.91,12.61,640,1,5,original muito bom,12.0
58548,24.0,14.52,1371,1,5,,10.0
58549,99.99,28.89,1893,1,5,,7.0
58550,29.9,19.77,140,2,3,,10.0
58551,62.8,24.93,1626,1,1,,45.0
58552,150.0,26.16,903,6,3,foi solicitado duas unidades do produto apenas um foi entregue estou no aguardo de retorno da empresa ou do targaryen produto excelente,5.0
58553,56.99,15.15,1003,2,4,,12.0
58554,328.9,10.96,1575,1,5,,13.0
58555,209.99,36.79,616,1,5,produto muito bom e trabalho da loja excelente,23.0
58556,12.5,17.63,351,1,1,pedi a capa fume e me enviaram a capa transparente péssima compra,16.0
58557,18.99,15.23,343,2,5,,10.0
58558,520.0,47.22,1341,5,5,,6.0
58559,58.99,13.43,492,2,5,muito boa a entrega estava prevista para 22 08 chegou dia05 08,4.0
58560,27.9,16.11,399,1,4,,18.0
58561,24.9,15.1,113,1,4,estou muito satisfeita com a compra que fiz a mercadoria foi entregue antes do tempo prometido,18.0
58562,65.98,41.68,789,1,4,,11.0
58563,139.8,38.92,88,2,1,,16.0
58564,29.0,24.96,361,1,1,quero saber o que aconteceu com meu pedido se eu vo ser reembolsada ou vão entregar ja se passaram 4 dias da data que era para ser entregue,
58565,99.0,19.66,1033,1,5,sou cliente satisfeito nunca tive problemas com essa loja lannister parabéns a toda a equipe,10.0
58566,351.8,36.96,604,1,5,,14.0
58567,289.9,87.19,674,1,5,,24.0
58568,117.8,15.58,190,1,4,,18.0
58569,78.0,7.81,319,4,5,,3.0
58570,269.0,21.65,802,2,2,excelente produto indico a qualquer pessoa,31.0
58571,22.9,15.1,365,3,5,entregue dentro do prazo ótima qualidade,14.0
58572,114.9,16.01,366,4,3,a guitarra tem as cordas muito fracas,9.0
58573,69.0,23.06,425,3,1,,
58574,119.9,12.54,184,1,5,empresa pontual e seria,5.0
58575,65.0,17.88,1465,1,5,a melatonina é um excelente indutor do sono e sem efeitos colaterais comuns aos demais dessa categoria,16.0
58576,23.8,14.1,618,1,5,,9.0
58577,1437.0,45.42,3611,4,5,,15.0
58578,67.0,17.18,288,1,5,,17.0
58579,18.7,9.44,159,1,5,,7.0
58580,34.99,7.78,395,1,5,,13.0
58581,64.9,9.94,517,4,3,prazo excelente pena que o abridor chegou riscado,2.0
58582,52.0,29.04,466,1,5,,12.0
58583,57.5,15.15,617,2,3,,26.0
58584,238.0,39.48,1893,1,1,,
58585,200.0,30.0,162,5,4,embora teve um pequeno atraso estou satisfeito pois o produto é excelente,23.0
58586,16.97,15.1,1568,1,5,produto bom e entrega super rápida,6.0
58587,18.98,14.1,405,1,5,,16.0
58588,98.0,26.74,499,1,5,chegou bem antes do prazo e o produto é ótimo,6.0
58589,103.97,37.13,606,2,3,a 1 compra não chegou fiz novo pedido chegou antes da data e o produto certo qualidade do produto não é boa ficou torta e não tem manual não precisa mas deveria vir parafusos insuficiente,8.0
58590,119.9,9.75,762,1,5,,1.0
58591,126.2,15.99,350,2,4,,5.0
58592,6.0,10.96,148,1,4,,16.0
58593,129.9,27.64,1732,5,5,,9.0
58594,86.6,12.74,411,1,5,,15.0
58595,69.9,15.24,1016,4,5,,19.0
58596,165.86,14.93,125,2,4,,10.0
58597,649.0,21.47,2141,1,5,,7.0
58598,139.0,23.29,615,1,4,bommmmm,16.0
58599,89.99,18.0,647,1,5,,8.0
58600,55.9,15.14,605,2,4,ótimo produdto,10.0
58601,99.9,17.08,338,1,5,ue sempre compro na lannister nunca tive poblemas,18.0
58602,34.9,16.79,261,2,5,,10.0
58603,22.99,7.39,365,2,5,muito bom,2.0
58604,96.0,3.99,1332,1,5,ótima compra,9.0
58605,139.9,22.91,2148,1,5,,7.0
58606,179.9,15.34,678,1,5,,4.0
58607,79.0,18.79,594,1,4,sempre compro e nao tenho reclamações chato tem q avalir em 160 caracteres heim,10.0
58608,72.9,13.66,202,5,5,presteza no atendimento,5.0
58609,897.0,48.78,961,1,3,,26.0
58610,42.9,23.06,1156,1,4,o produto é de qualidade e chegou antes do prazo muito bom,6.0
58611,35.0,8.88,396,3,4,produtio chegou bem antes do previsto a garrafa chegou sem nenhum problema aparente agora farei o teste de uso para saber se a garrafa é boa,6.0
58612,44.35,17.6,296,3,5,,16.0
58613,19.9,12.48,331,1,1,o controle remoto não está funcionando,7.0
58614,52.0,16.61,847,5,5,super satisfeita com o produto minha filha está amando e ele depois pode ser utilizado como redutor de sanitária,12.0
58615,96.9,23.26,685,4,4,,16.0
58616,10.0,15.1,215,1,4,,10.0
58617,245.94,71.1,650,1,5,obrigado pela entrega antes da data prevista,11.0
58618,69.5,16.74,2053,6,5,,27.0
58619,151.52,26.34,516,1,3,entrega rápida por isso q gosto de comprar por o site,14.0
58620,99.9,19.89,1541,2,5,,4.0
58621,23.99,15.1,575,1,5,,11.0
58622,135.9,98.32,666,7,5,,15.0
58623,52.0,25.19,809,5,5,,16.0
58624,49.7,17.6,296,3,1,produto não entregue prazo expirado,30.0
58625,33.76,28.75,334,1,4,,17.0
58626,289.9,19.91,245,3,5,,6.0
58627,180.5,18.83,308,1,5,o produto veio conforme o pedido bem embalado e chegou fora do prazo devido à greve dos correios,36.0
58628,99.9,16.95,1292,7,3,,15.0
58629,379.96,34.18,2157,1,4,,10.0
58630,29.0,11.85,531,4,5,,7.0
58631,149.9,23.92,744,2,3,,23.0
58632,69.99,14.24,96,4,3,,26.0
58633,83.99,16.35,689,2,5,,8.0
58634,229.99,14.6,649,1,3,facil comprar preço bom porém produto chegou com um arranhado,6.0
58635,59.9,15.17,624,1,5,produto de qualidade entregue no prazo,14.0
58636,89.49,15.38,888,1,5,,5.0
58637,94.9,11.53,193,1,5,,2.0
58638,25.0,19.59,531,4,5,,10.0
58639,10.99,14.52,137,2,5,,13.0
58640,89.9,13.65,245,1,5,muito bom produto design material acabamento lindo,7.0
58641,159.99,27.2,162,1,3,,20.0
58642,280.0,84.96,128,1,2,produtos vieram incompletos estou aguardando entrarem em contato comigo,21.0
58643,399.0,53.29,1115,3,1,,54.0
58644,39.0,16.67,506,3,5,produto de boa qualidade gostei muito superou minhas expectativas chegou antes do prazo recomendo,6.0
58645,28.9,13.37,90,3,5,otimo vendedor,15.0
58646,179.9,13.84,1290,1,5,bom,5.0
58647,12.9,14.52,238,1,5,o produto e muito bom obrigada,6.0
58648,1999.99,36.87,3897,8,1,,46.0
58649,16.0,18.23,429,2,5,,6.0
58650,45.9,11.85,944,3,5,,7.0
58651,89.9,19.5,245,1,4,só peço que meu pedido chegue porque estou aguardando com ansiedade,19.0
58652,50.0,21.19,747,1,3,o kit comprado tinha 8 módulos e só vieram 7 mandei um e mail para o fornecedor e até agora não obtive resposta,12.0
58653,169.0,30.71,941,1,5,surpreendente,9.0
58654,79.9,25.11,249,2,3,o produto chegou todo amassado não é de qualidade e não veio nota fiscal,12.0
58655,29.99,21.15,1908,1,5,muito bom recomendo,32.0
58656,59.9,34.22,677,2,3,,17.0
58657,19.94,15.1,356,4,5,,7.0
58658,117.8,32.34,212,2,3,bom,22.0
58659,42.0,8.45,1163,4,5,,4.0
58660,269.9,27.17,750,1,5,recomendo a loja,20.0
58661,21.99,8.27,119,1,1,decepcionante a lannister deveria fazer algo a empresa me ligou hoje me perguntando se tinha recebido disse que não e ficaram de retornar não retornaram que rastreabilidade é está,
58662,169.9,39.59,1912,5,5,não é a primeira vez que compro sempre é entregue antes do prazo muito bom,23.0
58663,74.99,17.77,396,4,3,,13.0
58664,219.0,35.95,419,3,5,adorei,9.0
58665,29.9,11.85,357,1,5,,3.0
58666,129.9,29.95,1245,1,5,,14.0
58667,49.0,15.1,440,1,5,,15.0
58668,79.9,12.69,340,4,5,produto muito bom chegou antes do prazo recomendo,12.0
58669,65.0,15.2,1465,1,4,,11.0
58670,144.99,31.66,204,1,5,,27.0
58671,139.9,15.73,523,1,1,empresa vende produtos falsificados e sem nota fiscal,12.0
58672,59.9,15.17,367,2,1,meu produto veio diferente e não tem e mail de contato com alguém para resolver meu problema estou muito triste com esta compra principalmente por ter nao contato disponível como no mercadolivre,15.0
58673,34.0,15.1,425,2,4,o produto é muito bonitinho e bem acabado o envio foi rápido e chegou perfeito,14.0
58674,50.0,15.1,558,1,5,,22.0
58675,159.9,43.53,236,11,2,,34.0
58676,49.0,19.66,340,2,1,não posso classificar ainda pois não recebí o produto aguardando,28.0
58677,34.9,10.96,1251,2,4,,
58678,17.9,11.85,609,1,1,comprei um produto a entrega era pra ser feita a 1 mes e nao foi entregue ainda estou esperando,
