,order_products_value,order_freight_value,product_description_lenght,product_photos_qty,review_score,review_comment_message,delta_days,Classificacao,pos_prob,neg_prob,neu_prob
97216,59.9,15.17,295,1,5,entrega no prazo e ótimo condicionador recomendo dá um efeito de máscara,11.0,1,0.9986203485922672,0.0006532542252289078,0.0007263971825073244
70450,419.0,17.68,1493,3,1,não cumpriu com o prometido,30.0,-1,0.8693100071615554,0.11906483929321005,0.01162515354523412
45975,64.99,11.06,492,2,5,parabéns entregou antes do prazo tudo certinho é uma empresa que eu recomendo,7.0,1,0.9999996937294398,8.901091187021203e-09,2.9736947092768896e-07
5760,52.9,9.27,1245,5,4,já estou usando a dois dias por enquanto está eficiente espero que continue assim,3.0,1,0.4994738222744334,0.43632742553805465,0.06419875218751206
79619,438.0,39.26,453,2,5,v,42.0,1,0.6566537599347869,0.24833910739759518,0.09500713266761769
32720,109.9,12.47,189,1,4,a nf chegou informando dos dois jogos porém chegou apenas um jogo faltou o jogo branco como proceder,2.0,1,3.2718148357000724e-05,0.9936510167683588,0.006316265083288029
55496,120.0,18.12,556,3,2,como ainda não venceu o prazo aguardo para melhores avaliações,11.0,-1,0.007781125604194828,0.8848536054154861,0.10736526898032049
80901,19.9,7.78,869,6,5,a loja foi muito atenciosa veio muito bem embrulhado fiquei assustado com a rapidez na entrega muito bom,1.0,1,0.9999956321874811,4.049586355526046e-09,4.3637629315004185e-06
53559,19.9,11.85,409,3,5,produto de muito boa qualidade chegou antes do prazo prometido,6.0,1,0.9999972647795335,7.99933856260085e-07,1.935286608999922e-06
38106,39.99,25.63,161,2,5,ótimo produto chegou antes do prazo,14.0,1,0.9999632235687306,3.6402932020460064e-06,3.313613806895821e-05
7661,49.9,12.13,780,3,5,lindas e material bom,5.0,1,0.9814754567437599,0.0008842584094626584,0.017640284846777335
36462,130.0,21.31,978,4,5,chegou tudo certo antes do prazo produto bom,11.0,1,0.9999900115941117,2.6409018076539125e-07,9.724315706582652e-06
44150,139.94,30.56,955,1,5,recomendo obrigado,21.0,1,0.9920150711662706,0.0045041477398910556,0.003480781093838092
35173,39.99,15.1,161,2,4,o produto é bom o detalhe vazado nas bordas é frágil mas tendo cuidado dá pra usar,10.0,1,0.27369010230353297,0.1523583036980702,0.5739515939983982
23932,339.0,17.12,555,2,1,já esgotou o prazo de entrega e até agora não recebi o produto o status não altera no site dos correios e nem tenho uma nova previsão de entrega comprei o produto como presente e não pude entregar,46.0,-1,5.931121095818444e-08,0.9999996643945218,2.7629427480230885e-07
82595,69.9,15.7,689,1,5,a entrega foi super rápida e a cortina e muito bonita e delicada gostei,11.0,1,0.9999625349441968,1.3690543645953094e-06,3.609600143514876e-05
30874,124.9,11.89,273,1,5,a equipe toda de parabéns,3.0,1,0.9946458056088474,0.0010875055274481705,0.004266688863704548
87393,89.7,15.38,1592,2,5,amando o bebedouro minha cachorrinha aprendeu rapidamente e não molha nada os pelos vale apena comprar,13.0,1,0.9771808136654108,0.003075983926167385,0.01974320240842447
44257,89.0,0.48,338,1,5,ótimos produtos,19.0,1,0.972249250409364,0.016583761150437498,0.01116698844019877
64934,129.98,16.67,440,2,5,ok,25.0,1,0.9122295087994631,0.029638784340783823,0.058131706859752975
82041,572.0,113.45,1176,3,5,muito bom o produto,11.0,1,0.9892579899903389,0.0031259056017933413,0.007616104407867732
2999,92.0,38.19,312,1,5,muito bom continuem assim honrando os compromissos,23.0,1,0.9968580801752074,6.133044571753989e-05,0.003080589379073114
97800,149.9,18.3,269,1,5,adorei era o que eu precisava deixa o hambiente mais elegante produto de boa qualidade,12.0,1,0.9988826379657878,2.5337956981712565e-05,0.001092024077237011
38281,54.9,29.91,817,3,2,não recebi ainda o tv box mxq 4k android 6 0 wi fi preto apenas o controle,22.0,-1,1.0114685605647208e-07,0.9430546497600486,0.05694524909309101
74326,152.15,26.35,733,3,4,recebi o produto conforme combinado,16.0,1,0.9896812405841983,0.008148099448559858,0.0021706599672414277
35317,43.9,13.37,223,1,5,mochila bonita e chegou antes do prazo recomendo,3.0,1,0.9999704565957256,5.68545568082525e-06,2.385794859330801e-05
61331,64.9,25.29,1562,4,4,produto atendeu minhas expectativas e se encaixou exatamente como eu precisava chegou no prazo,13.0,1,0.9999977942226534,2.6006489033706466e-07,1.945712450292075e-06
95550,550.0,21.95,1520,3,5,produtos de excelente qualidade,8.0,1,0.9955525521707373,0.0019442346487452298,0.0025032131805179264
13699,180.0,19.36,1153,4,5,muito bom realmente funciona tirando as dores do corpo,8.0,1,0.9961361417105459,0.00030307885338286294,0.003560779436073227
10232,54.9,24.73,1194,4,2,tenho outro sling de outra marca com tecido muito mais macio maleável e agradável,13.0,-1,0.10189114521787898,0.06221388300907066,0.8358949717730547
52102,69.9,17.77,1188,2,2,o produto tem pequenos defeitos por ser tão caro devia passar por uma triagem mais bem eficiente e detalhista,17.0,-1,0.02917138791040213,0.09334766927498796,0.8774809428146004
47959,200.0,15.01,162,5,5,tapete muito bonito,1.0,1,0.9773800682631566,0.009395668318882661,0.013224263417959365
81751,47.99,25.19,284,2,5,adorei super recomendado,14.0,1,0.9999015754990358,6.540199762897333e-05,3.3022503336578644e-05
87937,85.9,9.42,695,2,2,se vocês não entregam onde eu morro porque cobram o frete sendo que tenho que ir buscar,6.0,-1,7.803559013940129e-05,0.9083209156970837,0.09160104871277744
2216,89.9,17.07,888,1,1,o prazo de entrega já acabou e até agora não recebi quero cancelar a compra,45.0,-1,0.001126513717469247,0.9985433351173272,0.00033015116519847696
60829,43.9,8.72,121,2,4,a imagem parece um produto melhor,12.0,1,0.6519794092818556,0.13432889173065496,0.21369169898748877
27984,74.99,8.11,373,1,5,gostei muito do produto,9.0,1,0.9925859269428757,0.003676552489034368,0.0037375205680896515
91597,119.0,22.76,1368,1,5,muito bonito o relógio entrega super rápida,9.0,1,0.9999321997423603,5.229372187563319e-06,6.257088545132083e-05
4362,49.0,20.52,421,1,2,produto sem embalagem e etiqueta não entendi a proposta creio que veio de uma tecelagem pois os lençóis vieram sem embalagem do produto e etiqueta,17.0,-1,2.27459594262847e-05,0.9793897788759539,0.02058747516462418
50076,99.9,13.04,291,1,5,porém não quero pq ele é pequeno,6.0,1,0.0350197380508668,0.8255198704157137,0.13946039153342082
60482,199.8,56.29,837,1,5,sim eu recebi e gostei muito recomendado para meus amigos,12.0,1,0.9950047884596621,0.003931354046739032,0.0010638574935955105
58247,19.99,24.84,575,1,5,muito bom,20.0,1,0.981074642491602,0.004709300623163155,0.014216056885234052
39086,55.0,9.14,368,2,2,eu paguei pelo frete e tive que buscar o produto nós correios,9.0,-1,0.010081346924389391,0.6134717990596096,0.3764468540159997
58903,99.9,23.74,508,3,2,comprei um exaustor com hélice de 200mm e veio uma hélice de 150mm não é primeira vez que compro produtos de parceiros dessas lojas grandes e tenho problemas,11.0,-1,2.9319782649510157e-05,0.9986081242357503,0.0013625559816077516
79160,159.0,32.8,245,2,1,o produto é bonito mas não foi o que eu comprei,11.0,-1,0.5206116646359068,0.3715459772635658,0.10784235810052592
15485,18.99,22.06,146,1,5,adorei,5.0,1,0.9921811830873425,0.004958458505311974,0.0028603584073454667
99374,49.99,15.1,602,1,1,o material é plástico frágil e interfere no touch do aparelho,12.0,-1,0.3862080586018753,0.3555667952204548,0.2582251461776713
28463,59.0,13.43,707,1,3,entrega muito rápida,2.0,0,0.99689610153575,0.0007736613459363953,0.002330237118312635
79503,49.9,13.47,373,1,5,essa folha simplesmente e maravilhosa além de linda enchuga super bem recomendo sim comprem por que compensa e muito,9.0,1,0.9999986127223183,8.406358074361152e-07,5.466418687101327e-07
20691,149.9,21.89,1679,4,4,quando fiz a escolha do site a estrega estava prevista para 17 quando finalizei o prazo aumentou 10 dias e depois nas informações de rastreio aumentou mais ainda mas no final recebi no dia 23,23.0,1,0.423150628743554,0.5720251837522344,0.00482418750420305
52201,83.79,5.88,245,1,3,bom,14.0,0,0.9233330201320997,0.026104577347292088,0.050562402520607994
37521,169.8,27.22,404,4,5,tudo de bom amoo vocês minhas compras de natal só com vocês obrigada bjbj feliz natal a toda equipe bjbjbj,14.0,1,0.9999907724068168,2.130699462854335e-06,7.096893709380624e-06
47777,259.9,80.59,674,1,3,bom produto,10.0,0,0.9544663849018429,0.017763595070247214,0.027770020027910212
24363,174.9,16.92,599,5,5,entrega super rápida mochila linda tudo ótimo a,9.0,1,0.9999991386858952,1.435349327622387e-08,8.469606092218016e-07
85652,69.9,15.7,535,1,5,gostei muito da minha cortina bem delicada e linda chegou antes do prazo,5.0,1,0.9999986077787525,6.145147260519402e-08,1.3307697744849038e-06
3294,25.99,15.79,365,1,4,tudo certinho,11.0,1,0.9921485840885017,0.0012471955520325243,0.006604220359466437
70753,69.0,16.92,89,4,1,recebi o produto perfeito grata,11.0,-1,0.9792173011177007,0.01600388872331045,0.004778810158988232
10977,99.99,36.02,153,3,5,o produto foi entregue no prazo e superou a expectativa de entrega muito obrigado,8.0,1,0.9999934245352444,1.9524519338423048e-06,4.623012820168137e-06
66210,143.8,34.67,621,1,5,recomendo a baratheon entrega rápida antes do prazo,11.0,1,0.9999918820955702,2.308515383361465e-06,5.8093890454613905e-06
79843,134.9,53.3,744,2,3,pedido chega rapido,20.0,0,0.9527376406588246,0.02143045576329749,0.025831903577878606
26270,42.9,16.11,593,4,4,achei que o produto fosse um pouco maior,8.0,1,0.44559946567149056,0.033063608718117546,0.521336925610393
37802,98.0,32.2,348,2,4,qualidade boa preço bom e entrega rapida estão de parabéns agradecido ari,9.0,1,0.9999725261342308,2.5942776839711095e-09,2.7471271492931386e-05
13224,69.0,15.23,128,7,3,o tamanho da carteira não estava devidamente descrito acabou que não era o produto que eu imaginava,10.0,0,0.16826774781212464,0.20189735265905984,0.62983489952881
9068,26.15,16.79,291,3,5,estou sastifeita com a loja meu produto foi entregue antes do prazo tudo ok,16.0,1,0.9999836041236354,4.85043746674411e-06,1.154543889814297e-05
77702,118.0,31.24,1699,1,2,ta,21.0,-1,0.5226207442023318,0.3344615120328236,0.14291774376484415
10118,74.9,15.27,670,1,2,uso cordas 012 eles só tinham 011 daí fiz o pedido 011 eles me enviaram 010 como vivo de música não tenho tempo de devolver ou trocar dessa maneira fica duvidosa e inviável mais uma compra,12.0,-1,1.3269357138750488e-12,0.9985963594525685,0.0014036405460811849
8957,118.44,12.56,1140,3,5,mercadoria foi entregue bem antes do prazo exatamente oque comprei produto maravilhoso atende minhas necessidade estou muito feliz,5.0,1,0.9999999958843802,6.254555307944764e-10,3.490168223839013e-09
68880,119.99,22.96,1200,1,3,bom dia gostaria de uma posição referente ao pedido esta faltando uma cadeira peco urgentimente um retorno,20.0,0,9.593975079571496e-07,0.940968716640225,0.0590303239622711
35638,89.9,8.81,245,1,5,para e a melhor de todas,7.0,1,0.8778193745423714,0.06353086723721035,0.058649758220418215
67656,279.98,142.38,162,1,5,tudo ótimo com certeza recomendaria,12.0,1,0.9997668805842931,5.98033176868258e-05,0.00017331609802186354
81955,219.9,12.15,578,3,4,chegou no prazo correto gostei só não dei cinco estrelas porque comprei dois produtos e foi entregue separado ainda aguardando entrega,6.0,1,0.3741406349309629,0.23478518950864158,0.39107417556038926
4409,219.99,39.09,594,1,5,comprei um kit bolsa para bebê e gostei muito chegou bem antes do combinado superou minhas expectativas,7.0,1,0.9999997657036904,3.2406814919381546e-08,2.0188949585562092e-07
99282,43.0,35.15,422,1,4,o produto é bom meu cachorro ja passou a unha mordeu e ainda esta inteirokkk,8.0,1,0.16623619428149258,0.47844712300653003,0.3553166827119717
11850,93.1,14.26,582,1,5,satisfeito com a rapidez na entrega e com o produto,3.0,1,0.9991620841122354,0.00016377196679404963,0.0006741439209724394
12461,89.57,15.04,1487,1,2,comprei 2 produtos e só chegou 1 estou aguardando o outro produto,8.0,-1,0.01630810615154524,0.9720171751993102,0.01167471864914316
23773,266.0,58.12,568,3,2,mercadoria diferente da solicitada,13.0,-1,0.13994695731083495,0.7328299162429013,0.1272231264462619
11828,123.0,22.79,421,1,5,satisfatória,8.0,1,0.9511263430453212,0.024917223329703347,0.023956433624975713
65277,69.9,12.43,903,6,2,o produto chegou e como estava em viagem demorei uma semana para montar e quando fui montar estava faltando uma peça que na verdade a peça principal onde se pendura os cabides ou seja vai ficar sem,3.0,-1,2.3576216904785395e-09,0.9987884219652491,0.001211575677142354
79663,59.9,7.78,809,1,3,pingente venho num saquinho pelo menos uma caixinha ficou devendo,2.0,0,0.0015097894001625672,0.17723638620644042,0.8212538243933978
16078,78.98,29.34,1047,1,4,chegou no ultimo dia do prazo de entrega,25.0,1,0.9694317978385532,0.018328695670034218,0.012239506491411803
9202,129.0,32.23,500,1,1,cuba chegou aqui toda quebrada numa cx de papelao fininha sem proteçao nao foi entregue por transport e sim pelo carteiro que nem sabia que era algo frágil terrível nao comprem baixa qualidade,15.0,-1,4.6317626145945285e-10,0.9947741004210386,0.005225899115793901
24894,89.9,17.88,230,1,3,o produto foi entregue no prazo e conforme pedido minha opinião é sobre a qualidade da toalha ela é muito fina e não seca direito,11.0,0,0.8541870151864622,0.12963704128216397,0.016175943531378332
75547,37.9,15.1,716,2,2,veio um produto bem diferente do pedido a qualidade é baixa e não coube meu laptop de 17,5.0,-1,0.007159442406911243,0.9779320255632911,0.014908532029793772
53282,10.0,11.85,690,2,5,otimo,8.0,1,0.9757947021470661,0.013681859873256118,0.010523437979677372
91071,24.9,7.45,58,1,3,dei três estrelas pq a loja colocou o produto direto no pacote do sedex não tiveram o cuidado de embalar caso furasse o pacote do sedex estragaria a minha encomenda elaine,3.0,0,1.327491509670815e-09,5.494941304624323e-07,0.9999994491783848
95147,113.0,29.19,2950,1,5,chegou bem antes do prazo,14.0,1,0.999822556601438,3.726172663091792e-05,0.00014018167193138113
25122,13.9,11.85,646,1,3,o produto na imagem parecia ser de uma forma mas quando recebido não era exatamente da mesma forma,6.0,0,0.0916742047073589,0.2803257827324135,0.6280000125602287
12713,21.15,15.98,887,1,5,excelente produto está de acordo com a ilustração recomendo a todos comprar,13.0,1,0.999975291387201,1.717600557914568e-05,7.532607219574823e-06
94422,265.0,18.05,270,5,5,belas peças produto chegou bem antes do prazo,5.0,1,0.9995859721590606,4.743603573907372e-05,0.00036659180520135474
73409,53.9,20.99,341,2,5,produto conforme descrito muito bonito bem embalado recebi antes do prazo recomendo,11.0,1,0.9999999137545751,3.0628942487424705e-09,8.318253161725202e-08
41182,26.0,8.27,90,1,4,ótimo,4.0,1,0.9759485881083321,0.005653692119720499,0.018397719771947305
79223,119.9,12.34,858,3,4,gostei muito,9.0,1,0.9683429922403812,0.014232214146294796,0.017424793613324316
24730,29.9,7.95,953,3,5,viu tudo certo produto eu perdi muito obrigado,4.0,1,0.9986998799778753,0.000613796357808294,0.0006863236643138015
57648,131.6,56.4,310,3,1,comprei 4 kit manicure e só recebi 1,10.0,-1,0.010177446515756727,0.9363964789485937,0.053426074535649334
56825,19.0,15.1,512,2,5,produto bom do jeito que eu esperava,11.0,1,0.9981250251526151,0.0005846268300155014,0.0012903480173661836
97122,69.9,15.7,689,1,5,excelente produto,16.0,1,0.9930120596182849,0.0024579639726440023,0.004529976409070736
75996,39.0,7.78,401,2,1,o produto não foi entregue foi necessário retirar em uma agência dos correios aliás o produto é de baixa qualidade sem embalagem apenas um saco plástico para envolver esse pseudo relógio,6.0,-1,2.463724877442079e-05,0.9191095841956181,0.08086577855561429
51625,54.9,11.73,552,4,5,recebi o produto sem nenhum problema otima qualidade,5.0,1,0.9922897545239376,0.006221753719082928,0.0014884917569770687
26251,98.8,35.84,498,1,5,a entrega do produto foi feito antes do prazo recomendo,18.0,1,0.9999776152142402,1.349851309569601e-05,8.886272667238747e-06
46541,130.0,15.66,3825,7,4,daqui 30 dias eu posso dar a minha opinião,4.0,1,0.08166964352987612,0.850163139122849,0.06816721734727314
22609,17.48,10.96,527,1,3,o produto é bom porém não é como o original que está no carro o emblema do carro é em alto relevo e o simbolo deste é apenas em adesivo,7.0,0,0.00045152700209129243,0.005146758280478575,0.9944017147174311
97921,35.0,34.15,444,1,5,indico produto chegou na data e veio íntegro,12.0,1,0.9912464540653616,0.006085033444009114,0.002668512490631267
46691,29.0,15.1,193,3,5,entrega super rápida produto ok conforme anunciado,8.0,1,0.9999918438475259,1.0165297069654216e-06,7.1396227662315475e-06
60861,169.9,14.94,1271,1,5,etenciosamente rápida e eficiente,9.0,1,0.9931107125737433,0.0007121036190790239,0.006177183807178541
17090,359.0,17.26,795,5,5,chegou no prazo produto muito bem embalado preço mto acessível em comparação a óticas recomendo,17.0,1,0.9999996975909826,8.912436819074806e-09,2.934965782409623e-07
41174,56.89,15.15,232,1,5,dentro do prazo,7.0,1,0.9917904052496729,0.0030688465316010063,0.005140748218726501
80106,29.9,5.41,116,1,1,não recebi o produto e no site consta como entregue,5.0,-1,0.04482978452059343,0.9489267458253698,0.006243469654036778
96650,69.9,12.43,903,6,4,muito bom,0.0,1,0.981074642491602,0.004709300623163155,0.014216056885234052
49065,98.97,45.33,831,1,5,produto bom bonito vale a pena,21.0,1,0.9947321661252381,0.00022240107784269418,0.0050454327969192605
58030,159.0,44.81,267,1,1,quero meu dinheiro de volta,33.0,-1,0.0011768253227866874,0.9980511232821276,0.0007720513950845768
79994,84.9,13.95,2755,4,5,otima,5.0,1,0.9828100687870887,0.007038819489654823,0.010151111723256483
54771,59.9,17.67,438,1,1,fiquei decepcionada pois é apenas um blackout e na foto parece ser uma linda cortina e o valor não condiz com a mercadoria paguei mais de 70 reais num produto que custa no máximo 40,13.0,-1,8.413856799892623e-09,0.9984594700585694,0.0015405215275653948
92769,129.0,38.95,491,2,5,muito bom,9.0,1,0.981074642491602,0.004709300623163155,0.014216056885234052
97808,179.0,35.05,662,1,1,boa noite não recebi o produto correios nunca atualizou o código de rastreio e nem uma posição da loja até o momento,37.0,-1,3.4256977098497216e-06,0.9999057192800139,9.085502227522463e-05
99389,426.99,36.35,1520,2,4,o produto foi entregue no prazo estipulado no ato da compra porém eu acho que 20 dias é muito tempo para a distancia entre o rio de janeiro e são josé dos campos,20.0,1,0.7919481685931788,0.19107067250917548,0.01698115889764859
5914,34.9,12.69,1251,2,5,recebi o produto antes do prazo previsto veio tudo em ordem recomendo,8.0,1,0.9999980598002117,8.735143796055921e-08,1.8528483500189938e-06
60441,52.0,11.46,466,1,2,foi entregue somente as fronhas estou aguardando os travesseiros no momento ainda não posso recomendar a loja,3.0,-1,5.916558333751397e-05,0.997849653039261,0.002091181377398174
4461,119.9,27.31,189,1,5,entrega rápida produto bonito conforme descrito no site porém so chegou o lençol ainda não chegou a saia da cama,7.0,1,0.9976296840456079,0.0006311855084685499,0.0017391304459180147
992,49.9,16.79,605,2,5,muito bom o atendimento,8.0,1,0.9964008534880264,0.001266232936593134,0.002332913575380553
94451,109.82,13.79,236,2,5,é igual da foto chegou antes do prazo,8.0,1,0.9994523027990233,0.0001870351213845259,0.00036066207959108436
30233,29.99,26.89,127,2,5,recomendo,13.0,1,0.9445149523912562,0.040643545372063036,0.014841502236681016
17861,24.9,8.27,545,4,4,pedi dois pedidos e foi negado após um tempo faturou só um sem nem me avisar,9.0,1,0.00010007895033216951,0.98999735926808,0.009902561781588432
66754,144.99,15.1,629,1,4,o produto chegou rápido e veio com qualidade igual a descrição do produto,7.0,1,0.9995845552619692,0.00025861329879879136,0.00015683143923499027
85534,18.99,7.78,291,3,5,muito bom parabéns,2.0,1,0.9987805042419285,4.753311169990747e-05,0.001171962646372389
81707,89.7,22.34,1517,2,4,tudo ok,11.0,1,0.9828913937671655,0.002530395100343763,0.014578211132490058
71232,58.9,13.29,627,4,5,perfeito produto entregue antes do combinado,7.0,1,0.999984333012776,5.5761784951903e-06,1.0090808728368722e-05
60568,75.0,15.32,1156,1,1,comprei 3 funkos recebi apenas um por enquanto o da ciri estou no aguardo dos 2 restantes,6.0,-1,7.538770942214177e-07,0.9961509352240008,0.003848310898903976
6949,14.49,10.4,816,1,5,entrega rápida,1.0,1,0.9867726774831509,0.0045104726324329426,0.008716849884416471
25920,19.99,21.15,575,1,1,ja paguei a primeira parcela e nada do meu produto,35.0,-1,0.008675849072399914,0.9891628995055598,0.0021612514220384093
13147,599.0,64.93,1176,3,4,a loja fisica onde fiz o pedido temnum dos puores atendimentos que ja recebi na minha vida como consumidor os funcionarios mal olham na cara dos clientes e não tem interese em prestar um bom atendime,13.0,1,0.0023228947896428787,0.2818076569099263,0.715869448300431
89045,129.9,9.1,816,2,5,nada a reclamar,7.0,1,0.5410340269925548,0.4260778615055733,0.032888111501871195
59325,49.9,15.79,623,5,5,pedido entregue antes do prazo e em perfeitas condições,10.0,1,0.9999574886748724,9.20974258472617e-06,3.3301582544349075e-05
10950,116.99,17.26,1296,1,1,veio faltando peça,43.0,-1,0.037257807638552125,0.8380189339106435,0.12472325845080351
92051,1250.0,43.27,333,3,1,ainda não recebi para poder opinar,16.0,-1,0.029446568744541726,0.9409259153875322,0.029627515867926193
96245,85.99,16.04,541,1,3,não entregaram na cor que escolhi,21.0,0,0.04424748862183241,0.8971589196115748,0.05859359176659327
70022,18.1,27.97,810,3,5,otima empresa,14.0,1,0.9836886944020057,0.009341129770834344,0.006970175827160641
91648,459.9,20.5,3939,2,3,estou decepcionada com o fornecedor até hoje o produto não foi entregue,27.0,0,0.0004700670097333879,0.9991362425109993,0.0003936904792704021
67331,115.0,47.25,223,1,5,maravilhoso,24.0,1,0.9838562322121674,0.008230566166254314,0.007913201621578504
29475,35.0,23.22,311,1,5,compra 100 tranquila e aprovada,12.0,1,0.974762879007392,0.019216745782320886,0.0060203752102873
76672,89.9,17.88,245,1,4,gostei muito do produto,13.0,1,0.9925859269428757,0.003676552489034368,0.0037375205680896515
97342,149.0,45.12,1893,1,5,entrega efetuada antes do prazo 3 compra sem problemas,24.0,1,0.9997872055062313,0.00010947827889358539,0.0001033162148754865
98550,465.98,124.74,363,1,5,ótima a sim que presizar compra vou comprar,10.0,1,0.9963871351358363,0.0008124674969802914,0.002800397367180973
19260,79.99,13.58,303,1,3,bom,11.0,0,0.9233330201320997,0.026104577347292088,0.050562402520607994
49963,173.9,43.36,447,5,4,boa,13.0,1,0.8621703653198851,0.07561197042453928,0.062217664255576115
6221,89.0,13.64,211,2,4,por conta de ser via correio demorou mais pelo fato do cep ser com entrega diferenciada,17.0,1,0.2806315292005331,0.060075067583297496,0.6592934032161695
22339,39.9,14.1,296,4,5,produto chegou dentro do prazo e em ótimas condições compraria novamente deste vendedor,9.0,1,0.9999982196930335,2.344854057016901e-07,1.5458215542138724e-06
3270,99.99,17.95,1012,1,2,foi boa,10.0,-1,0.8616137419823723,0.08763278202261515,0.05075347599501332
48924,249.0,22.58,217,3,5,ótimo produto e ótimo site de compras,7.0,1,0.9997072898067786,2.99011248729382e-05,0.00026280906834728613
69349,19.9,7.78,1086,2,5,lindas amei veio certinho o meu produtos,4.0,1,0.9993940031002883,1.9275352361616106e-05,0.0005867215473528672
21869,17.99,14.1,343,2,4,demorou muito mas a capinha é boa,9.0,1,0.839461298444318,0.009564874850904844,0.1509738267047781
67584,299.0,39.92,2007,4,5,chegou antes do prazo bem embalado e de ótima qualidade,2.0,1,0.9999988150992237,3.3409502770269216e-08,1.1514912754228862e-06
37572,378.36,70.16,157,9,4,produto entregue antes do combinado muito bom,8.0,1,0.9999855906244783,2.432262903196799e-06,1.1977112618434852e-05
14681,139.9,21.47,3703,1,5,excelente produto otimo preço entrega rápida loja confiavel parabens,8.0,1,0.9999996482051025,6.41672969476946e-10,3.5115322228689324e-07
55020,119.9,17.09,1112,4,3,produto com avaria funcionou por um minuto e depois na liga mais,5.0,0,0.010569458400903588,0.45412770494163873,0.5353028366574634
67292,129.99,13.93,416,1,3,ótima compra chegou bem antes do prazo ainda não usei mas fiquei hiper feliz recomendo,7.0,0,0.9999981366319469,5.51996523723991e-09,1.8578480883496296e-06
59044,679.0,56.88,343,10,5,ótima loja o pedido chegou em perfeitas condições e dentro do prazo combinado,17.0,1,0.9999994834770958,9.748400277090352e-09,5.067745039739044e-07
65601,44.9,15.1,58,1,1,comprei oito fronhas mas chegaram apenas quatro,23.0,-1,0.007418688706503608,0.9302529493903424,0.06232836190315413
9518,89.7,45.3,672,2,5,muito bom,11.0,1,0.981074642491602,0.004709300623163155,0.014216056885234052
64960,58.99,16.66,492,2,1,achei que iria chegar um produto original e não um fake chegou antes do prazo mas chegou só as tesouras a máquina nem chegou junto se a tesoura é horrivel tô imaginando a máquina não quero mais,6.0,-1,9.876645787635418e-05,0.9995821521012105,0.00031908144091212054
62833,89.9,12.13,187,1,3,ok,20.0,0,0.9122295087994631,0.029638784340783823,0.058131706859752975
66579,19.64,8.89,978,1,3,se eu não recebi por que pedem pra eu avaliar a loja,3.0,0,0.001963857121295239,0.9619368558295909,0.03609928704911042
16453,61.2,11.15,250,1,3,precisa ter a descrição do tipo da lampada no anuncio é 12v 50w filamento que esquenta,4.0,0,0.0007094748157089197,0.0024337605223696277,0.9968567646619225
88331,45.0,11.85,105,2,5,entrega foi antes da data prevista produto embalado corretamente e em ótimo estado,4.0,1,0.999999827007806,1.267559411693343e-08,1.6031660144653703e-07
7799,123.78,16.08,848,1,5,bomba mto boa,6.0,1,0.9393587089113485,0.046003845113674786,0.014637445974976772
16514,65.98,22.5,409,1,3,esta faltando 1 unidade,4.0,0,0.014184452854455987,0.8859218005293688,0.09989374661617492
59339,89.9,17.88,188,1,3,sem comentários ótimo serviço ameiiiiiiii,25.0,0,0.8167187385275836,0.0019355268089502739,0.18134573466346351
221,241.1,31.53,621,1,5,fiquei extremamente satisfeito com a compra pelo site produto entregue de acordo com o pedido e em um detalhe entregue 10 dias antes do prazo previsto excelete,11.0,1,0.9999999034638212,7.787652619406629e-08,1.8659658509145972e-08
93651,89.9,23.43,335,1,5,muito bom eu recomendo atendeu as minhas expectativas e foi entregue antes do prazo,10.0,1,0.9999999633117518,1.203648343414349e-09,3.5484601209226235e-08
15161,144.9,14.13,289,1,5,produto exelente,11.0,1,0.973944445431174,0.018772072678852923,0.00728348188997397
73871,250.0,170.86,564,3,5,adorei o produto porém o frete muito caro,6.0,1,0.9950986569598016,0.001372580728715426,0.0035287623114826218
32820,279.99,28.28,1131,3,4,veio do jeito no qual vi no site e chegou antes do prazo recomendo,17.0,1,0.9999787347734489,1.569726850562493e-05,5.567958049251356e-06
4051,49.0,33.58,100,4,5,produto chegou bem antes do prazo estimado recomendo,12.0,1,0.9999966105900981,4.964770785947629e-07,2.892932826566612e-06
22261,209.0,40.34,1440,1,5,fiquei muito satisfeita pq chegou bem antes do prazo final,12.0,1,0.9999988203048953,5.687256630274238e-08,1.1228225357279693e-06
55572,79.9,15.31,938,3,5,olá estou no aguardo do outro produto que a loja não está me mantendo informada quando a entrga,9.0,1,0.00184990608580389,0.9890214523291335,0.00912864158505907
70354,112.33,14.66,707,4,5,ok,7.0,1,0.9122295087994631,0.029638784340783823,0.058131706859752975
32000,58.9,14.13,799,1,5,nota mil tudo perfeito,6.0,1,0.9992963835686197,0.00017409968792631873,0.0005295167434543065
10361,84.99,8.79,1071,1,5,foi entregue antecipado todos pincéis em ótima qualidade recomendo muito,4.0,1,0.9999966878008166,6.176010757993579e-07,2.6945981106152734e-06
67655,93.99,16.91,809,1,3,estou aguardando meu produto que não chegou dentro do prazo,8.0,0,0.8292160661039368,0.15992400711627464,0.010859926779789185
21491,109.9,15.53,607,1,5,produto de acordo com minha expectativa e entrega super rápida parabéns targaryen,6.0,1,0.9999995113237844,4.518810229582797e-08,4.4348811007109506e-07
64782,320.99,30.41,1002,3,5,produto muito funcional prático e leve adorei,5.0,1,0.9999319234361864,1.9148358198191345e-06,6.6161727996488e-05
